,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDRESS,BANK,ATM_ID,COORD_X,COOR_Y,WITHIN500,WITHIN1000,FREGUESIA,MWay_Dist,Police_Dis,V_Index,PARISH,NUMBER,N_INCOME,INCOME,N_DENSITY,DENSITY,N_AGE,AGE,N_UNP_RATE,UNP_RATE,N_COM_DENS,COM_DENS,N_FREQ_ATTACK,FREQ_ATTACK,N_MANUAL_ATK,MANUAL_ATK,N_LOGIC_ATK,LOGIC_ATK,N_FRAUD_ATTACK,FRAUD_ATTACK,N_CARD_SKIMMING,CARD_SKIMMING,N_CARD_TRAPPING,CARD_TRAPPING,N_CASH_TRAPPING,CASH_TRAPPING,N_TRANS_REVER,TRANS_REVER,N_PHYS_ATTACK,PHYS_ATTACK,N_BURGLARY,BURGLARY,N_RAM_RAIDS,RAM_RAIDS,N_EXPLO_GAS,EXPLO_GAS,N_VANDALISM,VANDALISM,N_LOG_NETWORK,LOG_NETWORK,N_LOG_ISOLATED,LOG_ISOLATED,EVENT_DATE,DETEC_DATE,ACCOUNT_DATE,YEAR_ACOUNT,N_IMPLEM_TYPE,GROSS_LOSS,INDIRECT_LOSS,NET_LOSS,N_ATTACK_L0,N_ATTACK_L1,N_ATTACK_L2,PERSONA1,PERSONA2,ATTACK_DURATION,SUCCESS_ATTACK,RECOVERED,RECOV_AMOUNT,RECOV_DATE
"Avenida De Roma 6 E, Lisbon",BARCLAYS BANK,BB08,-9.13789,38.74231,0,1000,Avenidas Novas,2338.20,698.31,2,8,0,6,64,2,14.76,3,44,1,2,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Carlos Alberto Da Mota Pinto 3, Lisbon",BARCLAYS BANK,BB09,-9.16055,38.72383,0,1000,Santo Antdnio,1104.05,503.77,1,15,1,5,48,2,11.42,4,54,3,12,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Infante Santo 70 C, Lisbon",BARCLAYS BANK,BB10,-9.16477,38.71022,500,1000,Campo de Ourique,1141.37,362.39,0,16,1,5,48,3,18.45,4,50,3,12,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Praca Marques De Pombal 13, Lisbon",BARCLAYS BANK,BB11,-9.14909,38.72582,500,1000,Santo AntMnio,2122.83,152.34,1,18,0,6,70,1,0.00,4,55,1,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Das Linhas De Torres 111a, Lisbon",BARCLAYS BANK,BB13,-9.15728,38.76463,0,1000,Lumiar,707.47,694.28,3,5,1,4,42,2,6.57,1,28,3,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Fontes Pereira De Melo 16, Lisbon",BARCLAYS BANK,BB14,-9.14761,38.72942,0,1000,Avenidas Novas,2218.51,107.09,3,22,1,5,54,2,12.99,4,53,2,9,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Colegio Militar 37-F, Lisbon",BARCLAYS BANK,BB15,-9.1877,38.75377,500,1000,Carnide,160.55,152.84,3,11,1,3,36,1,0.00,1,25,3,11,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida 5 De Outubro 73, Lisbon",BARCLAYS BANK,BB17,-9.14771,38.73614,0,1000,Avenidas Novas,1745.24,441.38,3,15,1,4,40,3,17.86,3,47,3,12,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii 1.14.02C, Lisbon",BARCLAYS BANK,BB18,-9.09822,38.76605,500,1000,Parque das Na,2293.13,981.19,1,13,1,5,50,1,0.13,2,36,2,8,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Igreja 20, Lisbon",BARCLAYS BANK,BB19,-9.14166,38.75404,0,1000,Alvalade,1016.86,657.03,0,7,0,6,60,2,15.44,2,35,2,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Sao Marcal 78-80, Lisbon",BARCLAYS BANK,BB20,-9.15093,38.71479,0,1000,Estrela,2114.73,461.47,0,18,1,5,48,3,25.87,4,49,2,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Colegio Militar 37-F, Lisbon",BARCLAYS BANK,BB21,-9.1877,38.75377,500,1000,Carnide,160.55,152.84,1,11,1,3,36,1,0.00,1,25,3,11,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Av. Antonio Augusto De Aguiar, 132, Lisbon",BANCO BIC PORTUGUES,BP01,-9.15346,38.73413,0,1000,Campolide,1496.14,416.93,0,15,2,5,50,1,5.29,3,47,3,13,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Dom Joao V, 30a, Lisbon",BANCO BIC PORTUGUES,BP02,-9.16044,38.72083,500,1000,Campo de Ourique,1120.66,406.78,1,3,1,4,46,3,19.98,1,27,2,7,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida De Roma 36C, Lisbon",BANCO BIC PORTUGUES,BP03,-9.14018,38.74641,500,1000,Alvalade,1842.10,671.58,0,7,1,4,44,2,14.31,3,42,2,8,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Igreja 17 D, Lisbon",BANCO BIC PORTUGUES,BP04,-9.14134,38.75381,0,1000,Alvalade,1052.91,657.72,1,7,0,6,60,2,12.51,2,35,2,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii 1.04.01, Lisbon",BANCO BIC PORTUGUES,BP05,-9.09822,38.76605,500,1000,Parque das Na,2293.13,981.19,1,13,1,5,50,1,0.13,2,36,2,8,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Republica 53, Lisbon",BANCO BIC PORTUGUES,BP06,-9.14642,38.73879,0,1000,Avenidas Novas,1720.55,344.09,3,15,1,4,42,2,13.40,4,49,4,14,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Liberdade 245, Lisbon",BANCO BIC PORTUGUES,BP07,-9.1492,38.72352,500,1000,Santo AntMnio,2084.73,122.36,3,18,1,5,54,1,0.25,3,47,2,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Antonio Augusto De Aguiar 132, Lisbon",BANCO BIC PORTUGUES,BP08,-9.15346,38.73413,0,1000,Campolide,1496.14,416.93,0,15,2,5,50,1,5.29,3,47,3,13,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Tomas Da Anunciacao 48, Lisbon",BANCO BIC PORTUGUES,BP09,-9.16552,38.71671,500,1000,Campo de Ourique,926.58,267.34,1,3,0,6,58,3,23.88,1,25,2,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Estrada Das Garridas, 12, Lisbon",BANCO BIC PORTUGUES,BP10,-9.20036,38.74579,500,1000,Benfica,703.16,102.02,3,21,1,4,40,1,1.53,3,43,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Fontes Pereira De Melo 34, Lisbon",BANCO BIC PORTUGUES,BP11,-9.14666,38.73052,0,1000,Avenidas Novas,2196.55,246.36,1,22,1,5,50,1,3.43,4,55,2,8,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Junqueira 94, Lisbon",BANCO BIC PORTUGUES,BP12,-9.18528,38.69956,0,1000,Alcgntara,1233.20,839.45,0,10,1,5,48,1,0.26,2,32,3,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Alves Torgo 53, Lisbon",BANCO BPI S.A.,BPI01,-9.13548,38.7337,500,1000,Arroios,2815.61,227.43,1,22,1,4,42,4,28.55,3,47,3,12,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Pascoal De Melo 7 a, Lisbon",BANCO BPI S.A.,BPI02,-9.13546,38.73117,500,1000,Arroios,2943.82,102.96,3,22,1,6,60,4,27.08,3,45,2,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Azinhaga Da Musgueira, Lisbon",BANCO BPI S.A.,BPI05,-9.14736,38.77391,0,1000,Lumiar,1323.48,667.97,3,7,0,5,50,1,0.16,2,35,2,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Fialho De Almeida 21D, Lisbon",BANCO BPI S.A.,BPI06,-9.15829,38.7344,500,1000,Campolide,1158.60,153.59,3,15,2,3,36,1,2.14,4,49,4,16,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Borges Carneiro 19 a, Lisbon",BANCO BPI S.A.,BPI07,-9.15843,38.71125,500,1000,Estrela,1703.23,179.20,0,16,2,4,40,2,12.17,3,45,4,16,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii LT 1.05.02, Lisbon",BANCO BPI S.A.,BPI08,-9.09822,38.76605,500,1000,Parque das Na,2293.13,981.19,0,13,1,5,50,1,0.13,2,36,2,8,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Pascoal De Melo 7 a, Lisbon",BANCO BPI S.A.,BPI10,-9.13546,38.73117,500,1000,Arroios,2943.82,102.96,1,22,1,6,60,4,27.08,3,45,2,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Columbano Bordalo Pinheiro 74, Lisbon",BANCO BPI S.A.,BPI100,-9.16332,38.73865,500,1000,Avenidas Novas,625.41,551.69,1,15,1,4,44,3,19.68,3,48,3,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii LT 1.05.02, Lisbon",BANCO BPI S.A.,BPI11,-9.09822,38.76605,500,1000,Parque das Na,2293.13,981.19,0,13,1,5,50,1,0.13,2,36,2,8,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Luis De Camoes 106-C, Lisbon",BANCO BPI S.A.,BPI12,-9.18224,38.70349,0,1000,Alcgntara,723.04,407.39,1,10,1,4,44,3,24.16,1,30,4,15,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Oceanos 4.29.01, Lisbon",BANCO BPI S.A.,BPI14,-9.09562,38.77871,500,1000,Parque das Na,1234.27,443.73,0,13,1,6,64,4,28.52,3,42,2,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Praca Oriente Loja G 208, Lisbon",BANCO BPI S.A.,BPI15,-9.13934,38.72225,0,1000,Arroios,2939.66,365.22,0,22,1,5,56,1,1.51,3,47,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Estacao Da CP De Benfica - Passagem Inferior, Lisbon",BANCO BPI S.A.,BPI16,-9.13934,38.72225,0,1000,Arroios,2939.66,365.22,0,22,1,5,56,1,1.51,3,47,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Santo Condestavel S/N, Lisbon",BANCO BPI S.A.,BPI18,-9.11817,38.7507,500,1000,Marvila,1697.09,445.18,0,1,2,2,28,1,0.02,3,47,4,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Almirante Gago Coutinho S/N, Lisbon",BANCO BPI S.A.,BPI19,-9.13065,38.75269,0,0,Marvila,1157.86,515.68,1,8,0,6,64,1,1.41,3,45,1,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Helena Vaz Da Silva 6, Lisbon",BANCO BPI S.A.,BPI20,-9.15512,38.77636,500,1000,Lumiar,1728.44,242.85,0,5,1,3,38,1,0.00,1,31,3,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Fontes Pereira De Melo 33, Lisbon",BANCO BPI S.A.,BPI21,-9.147,38.73069,0,1000,Avenidas Novas,2162.12,240.37,0,22,1,5,50,1,4.52,4,55,2,8,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida De Padua, Lisbon",BANCO BPI S.A.,BPI22,-9.10463,38.76294,0,1000,Olivais,1856.86,1149.99,1,13,1,5,56,2,12.93,2,37,2,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Padre Cruz, Lisbon",BANCO BPI S.A.,BPI23,-9.16497,38.76806,500,1000,Lumiar,1154.02,600.82,1,5,1,5,48,2,7.74,2,33,3,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Dom Pedro V 101, Lisbon",BANCO BPI S.A.,BPI25,-9.14702,38.71583,500,1000,Santo Antanio,2390.81,252.91,2,18,0,6,58,3,16.54,4,53,1,4,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Oceanos, Lisbon",BANCO BPI S.A.,BPI26,-9.09583,38.76925,500,1000,Parque das Na,2069.44,608.97,1,1,1,6,64,1,0.00,4,54,2,5,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Arco Do Cego 69a, Lisbon",BANCO BPI S.A.,BPI27,-9.1429,38.74022,500,1000,Avenidas Novas,1969.69,314.38,0,8,0,5,56,3,16.71,3,43,1,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Damasceno Monteiro 156, Lisbon",BANCO BPI S.A.,BPI28,-9.13224,38.72288,0,1000,Penha de Franea,3557.16,674.75,1,19,2,2,26,3,24.43,4,54,5,19,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Casal Ribeiro 59, Lisbon",BANCO BPI S.A.,BPI29,-9.14368,38.73271,500,1000,Avenidas Novas,2245.59,523.90,1,22,1,5,50,2,8.81,4,53,2,8,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Largo Do Chiado 24, Lisbon",BANCO BPI S.A.,BPI30,-9.14221,38.7107,500,1000,Santa Maria Maior,2994.28,155.03,1,17,2,5,48,1,0.34,4,56,4,14,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Praca Oriente Loja G 208, Lisbon",BANCO BPI S.A.,BPI31,-9.13934,38.72225,0,1000,Arroios,2939.66,365.22,0,22,1,5,56,1,1.51,3,47,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Das Magnolias S/N, Lisbon",BANCO BPI S.A.,BPI32,-9.2041,38.73487,500,1000,Benfica,305.84,252.06,0,21,1,5,50,1,0.00,2,35,2,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Braamcamp 11 a, Lisbon",BANCO BPI S.A.,BPI33,-9.1516,38.72241,500,1000,Santo Antdnio,1873.26,272.15,0,18,0,6,62,1,1.49,3,46,1,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Almirante Gago Coutinho S/N, Lisbon",BANCO BPI S.A.,BPI34,-9.13065,38.75269,0,0,Marvila,1157.86,515.68,1,8,0,6,64,1,1.41,3,45,1,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Largo Jean Monnet 1, Lisbon",BANCO BPI S.A.,BPI36,-9.14705,38.72006,0,1000,Santo Antanio,2285.66,536.02,1,18,1,5,56,1,1.39,4,54,2,8,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Fernando Lopes Graca 19, Lisbon",BANCO BPI S.A.,BPI37,-9.17096,38.76922,0,1000,Lumiar,1300.86,902.06,1,5,1,5,48,3,16.55,1,28,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Cidade Universitaria, Lisbon",BANCO BPI S.A.,BPI38,-9.13934,38.72225,0,1000,Arroios,2939.66,365.22,3,22,1,5,56,1,1.51,3,47,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida 5 De Outubro 96 a, Lisbon",BANCO BPI S.A.,BPI40,-9.14787,38.73825,0,1000,Avenidas Novas,1625.90,443.41,2,15,2,4,42,2,13.40,4,52,4,14,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Ilha Da Madeira 35 B, Lisbon",BANCO BPI S.A.,BPI41,-9.20828,38.70673,500,1000,Belrm,1243.43,833.90,1,2,2,3,34,3,20.95,4,52,4,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Dom Afonso Henriques 82, Lisbon",BANCO BPI S.A.,BPI42,-9.13634,38.73749,0,1000,Avenidas Novas,2598.43,569.72,0,8,0,6,70,2,14.18,3,45,1,2,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Da Alianca Operaria 110 B, Lisbon",BANCO BPI S.A.,BPI43,-9.19326,38.70329,0,1000,Bel2m,1486.76,983.52,3,6,2,5,50,4,31.74,3,41,3,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Pascoal De Melo 7 a, Lisbon",BANCO BPI S.A.,BPI44,-9.13546,38.73117,500,1000,Arroios,2943.82,102.96,0,22,1,6,60,4,27.08,3,45,2,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii, Lisbon",BANCO BPI S.A.,BPI45,-9.09772,38.7708,500,1000,Parque das Na,1843.72,458.51,1,13,0,6,72,2,7.80,3,43,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Santo Antonio 7, Lisbon",BANCO BPI S.A.,BPI46,-9.14441,38.71629,500,1000,Santo Antanio,2593.32,58.68,0,18,1,5,56,2,14.76,4,52,2,5,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Beco Achada S/N, Lisbon",BANCO BPI S.A.,BPI47,-9.13513,38.71328,500,1000,Santa Maria Maior,3462.14,313.33,2,17,2,4,46,3,25.71,4,55,3,13,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Helena Vaz Da Silva 6, Lisbon",BANCO BPI S.A.,BPI48,-9.15512,38.77636,500,1000,Lumiar,1728.44,242.85,0,5,1,3,38,1,0.00,1,31,3,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Da Casquilha, Lisbon",BANCO BPI S.A.,BPI49,-9.2073,38.74781,0,1000,Benfica,858.66,743.75,0,21,1,4,40,4,33.43,2,36,2,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Damasceno Monteiro 156, Lisbon",BANCO BPI S.A.,BPI50,-9.13224,38.72288,0,1000,Penha de Franea,3557.16,674.75,1,19,2,2,26,3,24.43,4,54,5,19,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Dom Pedro V 101, Lisbon",BANCO BPI S.A.,BPI51,-9.14702,38.71583,500,1000,Santo Antanio,2390.81,252.91,1,18,0,6,58,3,16.54,4,53,1,4,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii LT 1.05.02, Lisbon",BANCO BPI S.A.,BPI52,-9.09822,38.76605,500,1000,Parque das Na,2293.13,981.19,3,13,1,5,50,1,0.13,2,36,2,8,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Berlim S N, Lisbon",BANCO BPI S.A.,BPI53,-9.11365,38.76857,0,1000,Olivais,924.71,591.77,0,0,3,2,30,1,0.00,2,33,5,20,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Alameda Oceanos, Lisbon",BANCO BPI S.A.,BPI55,-9.09583,38.76925,500,1000,Parque das Na,2069.44,608.97,0,1,1,6,64,1,0.00,4,54,2,5,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Da Igreja 14, Lisbon",BANCO BPI S.A.,BPI56,-9.14096,38.75427,0,1000,Alvalade,1027.02,717.26,2,7,0,6,60,2,14.11,2,35,2,7,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Avenida Dom Joao Ii, Lisbon",BANCO BPI S.A.,BPI57,-9.09772,38.7708,500,1000,Parque das Na,1843.72,458.51,0,13,0,6,72,2,7.80,3,43,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"Rua Dos Jeronimos 6 C, Lisbon",BANCO BPI S.A.,BPI58,-9.20488,38.6985,500,1000,Bel2m,1819.26,305.21,1,2,2,2,30,1,4.69,3,46,4,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
